time_index,voltage
0,0.012067566582511692
1,0.057251181691155145
2,-0.01323200302339144
3,0.0332781016809659
4,0.03557058335873735
5,-0.01779985717383733
6,0.04705726515228767
7,0.025152885102287047
8,0.04204477073032692
9,0.11035279786034807
10,0.16343381547576308
11,0.09118106075005736
12,0.014894857297457771
13,0.1294930794606566
14,0.10386525938681189
15,0.04808958169028511
16,0.046102740635563993
17,0.13432666766618412
18,0.046698631936041
19,0.20608856130539202
20,0.07856093951879825
21,0.11730678068843645
22,0.14594249956351846
23,0.18189804872093313
24,0.09770141790468173
25,0.08951274812121458
26,0.193831496448624
27,0.21045062709142281
28,0.19934234335979267
29,0.165918841021002
30,0.27640774256969924
31,0.2233827637541809
32,0.22315015667626364
33,0.17830188544952583
34,0.1885968349693598
35,0.23059605432800384
36,0.17983535622032942
37,0.21915766022224903
38,0.26139149786163773
39,0.205553764922184
40,0.2022139256595465
41,0.19392967464330968
42,0.16675022345298687
43,0.3122691637455944
44,0.23736208663709402
45,0.22165323259012018
46,0.2022464464407915
47,0.23512851803749102
48,0.2671171813154023
49,0.24412621814791619
50,0.2667542927153841
51,0.327239852517321
52,0.29646141224166966
53,0.3013637438142466
54,0.23088513586642306
55,0.2700425366211531
56,0.27519481858020467
57,0.26417727402042823
58,0.2634818964784224
59,0.31878336847053823
60,0.41703008166015854
61,0.27351140160681087
62,0.31530661126058807
63,0.36065895734502934
64,0.37343921585489204
65,0.3801705161549404
66,0.3262881920373029
67,0.3750783124385334
68,0.21381597137553507
69,0.3181556959508311
70,0.33309858684507326
71,0.23066795572553866
72,0.2528148862168333
73,0.33139151140387735
74,0.35380495776782
75,0.3778814650066832
76,0.4095495712008263
77,0.3732096236083103
78,0.4042969421433784
79,0.345914202282312
80,0.3591033243485108
81,0.394056115052976
82,0.32794611782750127
83,0.4550311934552488
84,0.35241311771007106
85,0.3956996204626299
86,0.384203729261995
87,0.521810936362483
88,0.44635341008778756
89,0.31282338166201656
90,0.3780865459919805
91,0.4578750419616884
92,0.41665172503418857
