time_index,voltage
0,-0.03918129218577155
1,0.03468807114755755
2,-0.01909162484761256
3,0.039913955259151285
4,0.0626155526140775
5,0.03147765724666855
6,0.004474957774245031
7,0.002556294119180763
8,0.002020842337265731
9,0.10433028719903953
10,-0.009245890154605356
11,0.09156552407413096
12,0.06443375820797821
13,0.1226715862733829
14,0.19403778434915525
15,0.12126654465941789
16,0.0791630324872717
17,0.1656555879986763
18,0.08731656023329266
19,0.12428913763784259
20,0.11032256930479668
21,0.2035465032517748
22,0.12930838891520666
23,0.18998016717840996
24,0.20661572493235897
25,0.19261857032008167
26,0.15467884832720225
27,0.13915193590759603
28,0.0973146625645366
29,0.18911492221579396
30,0.08758148801618827
31,0.20829925474235966
32,0.09258651125803463
33,0.24286492373320667
34,0.20531981958910767
35,0.1839415716944113
36,0.19029473113950154
37,0.1535987556419542
38,0.19058655325143484
39,0.23267248980420235
40,0.19041184383220247
41,0.3206457935420986
42,0.19261305622969588
43,0.18951693697188987
44,0.24195597401396793
45,0.2647323491976654
46,0.33594455290886954
47,0.24869522707874406
48,0.3243667974561727
49,0.30972704484310887
50,0.38959907598496585
51,0.3036729453942644
52,0.25371863794194727
53,0.29984622914450504
54,0.27156634780435096
55,0.3120009854236341
56,0.26302845599124086
57,0.31322172674128573
58,0.2273190262827739
59,0.32040471681936594
60,0.39713809612239453
61,0.3668141304527859
62,0.3126497984646372
63,0.24000529792682107
64,0.2930678146250102
65,0.31092961882961034
66,0.34151703257533095
67,0.4212800939847431
68,0.2782103606413042
69,0.3263881401480321
70,0.29492671200704623
71,0.29783389025590146
72,0.4509442491658039
73,0.39692210887559404
74,0.44507704268637643
75,0.4072223127490181
76,0.39508357397701255
77,0.2933721917531471
78,0.385641167333803
79,0.4713601009343798
80,0.4083888458897501
81,0.42167517718359565
82,0.4333373314349733
83,0.36557387507845734
84,0.40081623483329265
85,0.4717737920712348
86,0.3892020345627307
87,0.4060962331048872
88,0.49271367600956
89,0.35991566056552954
90,0.4267314433065283
91,0.47247449030991306
92,0.49496449320994695
93,0.3610424406424932
94,0.3529006346240168
95,0.32613175914198744
96,0.3961157614770564
97,0.4066588593139901
98,0.4312540737717054
99,0.3281917561484677
100,0.41483170567334626
101,0.43367499143963345
102,0.39056167861974983
103,0.37791656803553597
104,0.5110522579997225
105,0.3944900976039579
106,0.42019182469451904
107,0.42634306611528816
108,0.3507980857532361
109,0.3027004710580417
110,0.4357704209996183
111,0.3737108117849409
112,0.4405759267063211
113,0.3395027179452066
114,0.4397357717640451
115,0.4525816906218615
116,0.46104961622574303
117,0.3386269792569382
118,0.43424615617299056
119,0.31198304534539467
120,0.3742435785774416
121,0.38276687135078824
122,0.44013345826771
123,0.3642848554909631
124,0.3436326843570381
125,0.3865091571427513
126,0.36072677611281945
127,0.45105846634069363
128,0.3903164995933
129,0.3861185241928956
130,0.3617520997834619
131,0.3520403616844022
132,0.34603298696896656
133,0.2771968965660487
134,0.3633223014099132
135,0.35790196676821434
136,0.3478346565922341
137,0.27630898198737364
138,0.33738075722800986
139,0.3249364497916758
140,0.3553179338653818
141,0.2553258935560297
142,0.36684935105314004
143,0.3810489876645174
144,0.30622711503539457
145,0.3085505192871974
146,0.3690242194319534
147,0.3381397995323958
148,0.25984014483330004
149,0.2148304288827863
150,0.31987320181583545
151,0.29610285672926107
152,0.30203085634678156
153,0.3091684029303578
154,0.3628661095864952
155,0.2606825273303247
156,0.2194242857326291
157,0.3920471562179869
158,0.20187020146764115
159,0.25752525205492455
160,0.2712720234105531
161,0.28996769683054524
162,0.23330461700630342
163,0.104926888252585
164,0.2520414938870795
165,0.21318620130816218
166,0.1801357907342402
167,0.24812470602304929
168,0.2893306101022015
169,0.23767168105810502
170,0.21288457117913695
171,0.19951394763198851
172,0.19189723383961887
173,0.16033443511935339
174,0.201621798341781
175,0.11396589332522397
176,0.22136403827247053
177,0.22063502831918885
178,0.15084516572179488
179,0.27123166757716677
180,0.14075447099668725
181,-0.001909022113822545
182,0.1220360538664198
183,0.1616523065056136
184,0.11267370242797307
185,0.1419758468982303
186,0.19344832751378765
187,0.08861009263230155
188,-0.0027784812079121313
189,0.05621234021122337
190,-0.0013227427883475001
191,0.1008893243644411
192,0.13770586220043607
193,0.09574484666709358
194,0.11023562963978456
195,-0.04728797696627467
196,0.13941344324067906
197,0.10095544745391426
198,0.03321414545413036
199,0.07846639030011221
200,0.08500592329268764
201,0.04957152703072758
202,0.04225889768929787
203,0.013727133374229716
204,-0.03212307581039188
205,0.007762569397790199
206,-0.04083599207345874
207,-0.012494540300616358
208,0.013931158896513092
209,-0.044366865767876004
210,0.012340964211754298
211,-0.024889567971024623
212,-0.03709315471199751
213,-0.07277923787790488
214,-0.07452824191875798
215,-0.11240077955381693
216,-0.022065319795150702
217,-0.06747893262287112
218,-0.08467272717261767
219,-0.12555957763482212
220,-0.005119970357666134
221,-0.06293159466708548
222,-0.17065668174826704
223,-0.14273132646340544
224,-0.05167857188903599
225,-0.21344247843788045
226,-0.14239542837615898
227,-0.09520640095942426
228,-0.17302684418537673
229,-0.11686951760848899
230,-0.13536187410566314
231,-0.17260668416479896
232,-0.1455137606075254
233,-0.12311746590877279
234,-0.23662332859743312
235,-0.13201533836872248
236,-0.12664678907128712
237,-0.17077730441787875
238,-0.21707176037512815
239,-0.19502682367690002
240,-0.29792991855879314
241,-0.17703078850920873
242,-0.2326516331603328
243,-0.24173559066908729
244,-0.20400950720436783
245,-0.19347872916783443
246,-0.201087443201781
247,-0.3051936736429401
248,-0.26747853353463935
249,-0.12353674047452326
250,-0.3362462089324768
251,-0.3157289283849569
252,-0.25520739925095637
253,-0.2265754264764612
254,-0.26717448912268865
255,-0.15183099164968333
256,-0.2711631942780915
257,-0.31889567746258085
258,-0.4066457134166557
259,-0.25936370885934174
260,-0.32163013628827875
261,-0.26670595071703546
262,-0.3352165051411993
263,-0.2172574161477573
264,-0.2694754041942271
265,-0.2513674347117602
266,-0.2721605895321386
267,-0.2862300359854307
268,-0.3606750040874419
269,-0.3132582290587129
270,-0.30618718819768254
271,-0.33339827865311294
272,-0.35860928783746554
273,-0.3695289257322909
274,-0.4005207835370346
275,-0.41938755145481954
276,-0.28366486140145936
277,-0.4080286576816912
278,-0.2888408784226132
279,-0.3635732213983848
280,-0.34658688668237375
281,-0.38015415336842195
282,-0.24947531057818906
283,-0.3515257943531447
284,-0.42019481131337255
285,-0.4884129017610843
286,-0.3366269638475556
287,-0.42038910263872126
288,-0.2771225700942467
289,-0.3968703445290217
290,-0.416252222297844
291,-0.41195983631449384
292,-0.36460827653876493
293,-0.3673705662846036
294,-0.35894112261287026
295,-0.36766552704412647
296,-0.2642844461913141
297,-0.3687088196496416
298,-0.4142298683573633
299,-0.38856486875335894
300,-0.40868583719677026
301,-0.36547703021322697
302,-0.44263329064923795
303,-0.4630364515977813
304,-0.42500539403494536
305,-0.45615533031932465
306,-0.4228473900116062
307,-0.3001125483027489
308,-0.33100445102379983
309,-0.3520129229040365
310,-0.38635074408266046
311,-0.38196406479176337
312,-0.43541382396677597
313,-0.380077787042361
314,-0.4587142744860978
315,-0.3879146210986153
316,-0.34278964409157986
317,-0.3286366602100731
318,-0.4550542871369095
319,-0.3136783375087303
320,-0.4817475669047176
321,-0.38889631159021093
322,-0.4889164015145664
323,-0.33627483025326077
324,-0.3213597658162274
325,-0.41939486663056014
326,-0.46118524089536356
327,-0.32350367125008095
328,-0.32904781964770335
329,-0.41299287893848047
330,-0.4521464662874729
331,-0.4395028441778216
332,-0.3386877929885217
333,-0.39979698353010157
334,-0.3877632238749283
335,-0.42362489683348636
336,-0.34702723964417503
337,-0.38652463967835143
338,-0.31197591936567637
339,-0.4315731115419066
340,-0.25389393552406286
341,-0.37022181002302834
342,-0.32223968284270965
343,-0.30224782135978795
344,-0.36413268214829797
345,-0.37944303059493034
346,-0.38422371986983067
347,-0.2779861144867436
348,-0.24157424580378495
349,-0.32418979622252286
350,-0.23927567101557634
351,-0.2790939534576783
352,-0.19804778232158143
353,-0.2940758464122376
354,-0.3336182423018846
355,-0.334226521883062
356,-0.39898649464731734
357,-0.23618520162545686
358,-0.2125948834717992
359,-0.23328122313118643
360,-0.25891482626369616
361,-0.16575062422347686
362,-0.2923410728233571
363,-0.2601364302390607
364,-0.28191946610698615
365,-0.24116809116584675
366,-0.2477991573608149
367,-0.21972525575434051
368,-0.182344382764054
369,-0.2462584941175472
370,-0.19091531523779592
371,-0.16996166136057425
372,-0.22305538219768414
373,-0.11497960431691477
374,-0.33414988161130244
375,-0.22961449464748898
376,-0.2400763599361222
377,-0.17518402220670756
378,-0.2270950470571604
379,-0.14215525259483727
380,-0.0630559075879145
381,-0.14027676926686586
382,-0.17215451439597435
383,-0.2015435035877746
384,-0.11582934161640376
385,-0.1937168280784762
386,-0.1770984456189561
387,-0.18357260917103296
388,-0.066012384866477
389,-0.1979199619764171
390,-0.05061409498413795
391,-0.1043855846203728
392,-0.12297501952172882
393,-0.062292918653270475
394,-0.11452664517495675
395,-0.02940868167873082
396,-0.12561122122675383
397,-0.10029261882786582
398,-0.13522241900924054
399,-0.01943127249061398
400,-0.0861457283157072
401,-0.06823353269226054
402,-0.060503441992699566
403,-0.10937044291650379
404,-0.043417568649519116
405,0.022842014609803403
406,0.026969319247852667
407,-0.05908291805598493
408,0.017479321907501396
409,-0.06975494673779749
410,0.025796050966038733
411,-0.007563053121868642
412,0.07312138181234433
413,0.03584014895435478
414,0.0605277549708665
415,0.027738761293445255
416,0.05878838618874496
417,0.021514561382124826
